,CANTON,EDAD,ES_URBANO,SEXO,ES_DEPENDIENTE,ESTADO_VIVIENDA,E.HACINAMIENTO,ALFABETIZACION,ESCOLARIDAD_PROMEDIO,ASISTENCIA_EDUCACION,FUERZA_DE_TRABAJO,SEGURO,N.EXTRANJERO,C.DISCAPACIDAD,POBLACION_TOTAL,SUPERFICIE,DENSIDAD_POBLACION,VIVIENDAS_INDIVIDUALES_OCUPADAS,PROMEDIO_DE_OCUPANTES,P.JEFAT.FEMENINA,P.JEFAT.COMPARTIDA,VOTO_R1,VOTO_R2,ES_ENTRENAMIENTO,PREDICCION_R1,PREDICCION_R2,PREDICCION_R2_CON_R1
419,ALAJUELA,35,1,1,0,1,0,1,10.4,0,0,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
420,TALAMANCA,44,0,0,0,1,0,0,7.9,0,0,0,0,0,30712,2809.9,11,7999,3.83,26.7,5.2,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
421,GRECIA,64,1,1,0,1,0,0,6.6,0,0,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
422,VAZQUEZ DE CORONADO,41,1,1,0,0,0,1,9.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
423,DESAMPARADOS,23,1,1,0,0,0,1,9.6,1,1,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
424,OREAMUNO,39,1,0,0,1,0,1,9.8,0,0,0,0,0,45473,201.3,226,11232,4.04,26.0,7.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
425,UPALA,20,0,0,0,1,0,1,6.0,0,0,0,0,0,43953,1580.7,28,11518,3.81,24.9,7.7,ACCESIBILIDAD SIN EXCLUSION,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
426,PEREZ ZELEDON,54,1,0,0,1,0,1,5.8,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
427,ALAJUELA,59,1,0,0,1,0,1,9.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
428,PUNTARENAS,26,1,1,0,1,0,1,8.3,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
429,MONTES DE OCA,23,1,0,0,0,0,1,12.9,1,1,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
430,GOICOECHEA,61,1,0,0,1,0,1,9.7,0,1,1,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,RENOVACION COSTARRICENSE,NULO,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
431,SIQUIRRES,58,1,0,0,1,0,1,7.2,0,0,0,0,0,56786,860.2,66,16206,3.49,25.0,6.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
432,TALAMANCA,55,0,0,0,0,0,1,5.2,0,1,0,0,0,30712,2809.9,11,7999,3.83,26.7,5.2,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
433,PARAISO,54,1,1,0,0,0,1,4.0,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
434,BELEN,58,1,0,0,1,0,1,10.7,0,1,0,1,0,21633,12.1,1780,6011,3.59,28.6,10.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
435,GRECIA,54,0,1,0,1,0,1,5.6,0,1,1,1,0,76898,395.7,194,21709,3.53,24.0,7.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
436,ACOSTA,26,0,0,0,1,0,1,6.7,0,0,0,0,0,20209,342.2,59,5871,3.44,26.5,4.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
437,LA UNION,58,1,0,0,1,0,1,10.0,0,1,0,0,1,99399,44.8,2217,26979,3.67,31.5,8.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
438,VAZQUEZ DE CORONADO,36,1,1,0,1,0,1,9.8,0,1,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
439,MATINA,41,1,1,0,0,0,1,4.7,0,0,0,0,1,37721,772.6,49,10410,3.59,22.6,2.7,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
440,SIQUIRRES,57,1,0,0,1,0,1,3.2,0,1,0,0,0,56786,860.2,66,16206,3.49,25.0,6.6,LIBERACION NACIONAL,NULO,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
441,POCOCI,37,0,0,0,0,0,1,6.6,0,1,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
442,BARVA,38,1,0,0,1,0,1,10.9,0,0,1,0,0,40660,53.8,756,11291,3.59,27.4,9.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
443,SAN JOSE,56,1,1,0,1,0,1,11.2,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
444,PURISCAL,54,0,1,0,1,0,1,8.0,1,0,0,0,1,33004,553.7,60,9787,3.36,28.2,6.9,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
445,HEREDIA,45,1,0,0,1,0,1,11.2,1,0,0,0,1,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
446,POCOCI,60,0,0,0,0,0,1,6.4,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
447,PEREZ ZELEDON,38,0,1,0,0,0,1,6.1,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,RENOVACION COSTARRICENSE,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
448,HEREDIA,45,1,1,0,0,0,1,11.2,1,1,1,1,0,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
449,MONTES DE OCA,31,1,0,0,0,0,1,14.9,0,0,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
450,OSA,22,0,1,0,0,0,1,7.5,0,1,0,0,0,29433,1930.2,15,8904,3.3,26.6,8.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
451,CANHAS,29,0,0,0,1,0,1,10.3,0,0,0,0,0,26201,682.2,38,7172,3.65,28.8,6.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
452,LIMON,39,1,1,0,1,0,1,8.7,0,0,0,0,0,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
453,CARTAGO,56,1,1,0,1,0,1,8.6,1,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
454,GOICOECHEA,29,1,0,0,0,1,1,12.5,0,1,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
455,HEREDIA,53,1,0,0,1,0,1,10.4,0,0,0,1,0,123616,282.6,437,35216,3.5,34.9,9.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
456,SAN JOSE,33,1,1,0,1,0,1,10.3,0,1,0,0,1,288054,44.6,6456,81903,3.5,39.6,6.9,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
457,SAN JOSE,39,1,1,0,1,0,1,10.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
458,ALAJUELA,42,1,1,0,1,0,1,10.4,0,1,0,0,1,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
459,CURRIDABAT,40,1,0,0,1,0,1,9.3,0,0,1,1,1,65206,15.9,4088,19146,3.4,35.2,8.5,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
460,GRECIA,39,1,1,0,1,0,1,8.8,0,1,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,ACCION CIUDADANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
461,PEREZ ZELEDON,57,1,1,0,0,0,1,5.8,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
462,CARRILLO,60,1,0,0,0,0,1,5.0,0,0,1,0,0,37122,577.5,64,10141,3.65,29.2,5.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
463,SAN CARLOS,49,1,0,0,1,0,1,7.6,0,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
464,SAN JOSE,26,1,1,0,1,0,1,10.3,0,0,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
465,SANTA CRUZ,63,0,0,0,0,0,1,9.4,0,0,0,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
466,NANDAYURE,42,1,0,0,1,0,1,9.7,0,0,0,0,0,11121,565.6,20,3307,3.35,23.8,11.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
467,NARANJO,33,1,0,0,0,0,0,7.5,0,0,0,0,0,42713,126.6,337,11678,3.65,26.4,7.2,ACCION CIUDADANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
468,ACOSTA,18,1,0,0,0,0,1,9.7,1,0,0,0,0,20209,342.2,59,5871,3.44,26.5,4.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
469,PARAISO,26,1,0,0,0,0,1,7.3,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
470,GUACIMO,36,0,1,0,1,0,0,8.0,0,0,0,0,0,41266,576.5,72,11797,3.47,27.6,5.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
471,CARTAGO,50,1,0,0,0,0,1,5.6,0,0,1,0,1,147898,287.8,514,38618,3.8,28.7,6.4,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
472,OROTINA,31,0,0,0,0,0,1,6.6,0,0,0,0,1,20341,141.9,143,6024,3.37,27.8,5.1,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
473,SAN JOSE,34,1,1,0,0,0,1,12.3,0,0,0,0,1,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
474,LIMON,49,1,0,0,1,0,1,6.7,0,0,0,0,1,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
475,GOICOECHEA,28,1,1,0,0,0,1,8.5,0,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
476,ALVARADO,27,1,0,0,1,0,1,9.3,0,0,0,0,0,14312,81.1,177,3612,3.95,19.5,8.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
477,LA UNION,37,1,0,0,1,0,1,8.2,0,1,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
478,SAN JOSE,61,1,0,0,1,0,1,11.2,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCESIBILIDAD SIN EXCLUSION,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
479,CARTAGO,55,0,1,0,1,0,1,6.6,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
480,ASERRI,33,0,0,0,1,0,1,7.7,0,0,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
481,LEON CORTES CASTRO,51,1,0,0,1,0,1,3.1,0,0,0,0,0,12200,120.8,101,3377,3.61,21.7,5.7,MOVIMIENTO LIBERTARIO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
482,TIBAS,30,1,0,0,1,0,1,11.1,0,0,0,0,0,64842,8.1,7956,19160,3.38,40.1,7.6,ACCION CIUDADANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
483,HEREDIA,36,1,1,0,0,0,1,13.2,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
484,MONTES DE OCA,46,1,0,0,1,0,1,12.9,0,1,0,0,0,49132,15.2,3241,16589,2.94,40.4,9.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
485,DESAMPARADOS,60,1,1,0,1,0,1,9.7,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
486,SAN JOSE,63,1,1,0,1,0,1,7.2,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
487,TILARAN,61,0,0,0,0,0,1,6.0,0,0,0,0,0,19640,638.4,31,6018,3.26,24.8,9.5,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
488,TURRIALBA,53,0,1,0,1,0,1,6.0,0,1,1,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
489,GRECIA,32,0,0,0,1,0,1,8.8,0,1,0,0,0,76898,395.7,194,21709,3.53,24.0,7.0,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
490,SAN ISIDRO,22,0,0,0,1,0,1,11.5,0,1,0,0,0,20633,27.0,765,5807,3.54,28.5,11.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
491,SAN CARLOS,30,0,1,0,0,0,1,7.6,1,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,ACCION CIUDADANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
492,VALVERDE VEGA,20,1,0,0,1,0,1,7.2,0,1,0,0,0,18085,120.3,150,5054,3.57,26.6,7.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
493,SAN JOSE,50,1,0,0,1,0,1,7.2,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
494,COTO BRUS,62,0,0,0,1,0,1,3.6,0,0,0,0,0,38453,933.9,41,10936,3.5,24.6,7.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
495,CARTAGO,19,1,1,0,1,0,1,11.8,0,1,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
496,ALAJUELITA,51,1,1,0,1,0,1,8.6,0,1,0,0,1,77603,21.2,3666,19832,3.91,36.3,5.8,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
497,SANTO DOMINGO,61,1,0,0,1,0,1,11.2,0,0,0,0,0,40072,24.8,1613,11496,3.48,30.4,10.1,ACCION CIUDADANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
498,GOICOECHEA,59,1,0,0,1,0,1,7.7,0,1,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
499,NANDAYURE,53,0,1,0,1,0,1,5.2,0,0,0,0,1,11121,565.6,20,3307,3.35,23.8,11.2,RESTAURACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
500,SAN JOSE,40,1,0,0,0,0,1,10.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
501,HEREDIA,63,1,1,0,1,0,1,9.4,0,1,0,0,1,123616,282.6,437,35216,3.5,34.9,9.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
502,PUNTARENAS,56,1,1,0,0,0,1,5.4,0,1,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
503,MORAVIA,49,1,0,0,1,0,1,11.7,0,0,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
504,QUEPOS,41,1,1,0,1,0,1,8.8,0,0,1,0,0,26861,543.8,49,8094,3.32,24.6,8.0,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
505,NARANJO,33,1,1,0,0,0,1,10.5,0,1,0,0,1,42713,126.6,337,11678,3.65,26.4,7.2,RENOVACION COSTARRICENSE,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
506,EL GUARCO,45,1,1,0,1,0,1,8.2,0,0,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
507,PARAISO,62,1,1,0,0,1,1,5.0,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
508,PALMARES,44,0,0,0,0,0,1,11.5,0,0,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
509,SAN JOSE,25,1,0,0,1,0,1,11.3,0,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
510,GOICOECHEA,35,1,0,0,1,0,1,11.5,1,1,1,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
511,PALMARES,25,1,1,0,1,1,0,9.5,0,0,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
512,GOICOECHEA,37,1,1,0,0,0,1,10.5,0,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
513,SAN CARLOS,42,0,1,0,1,0,1,6.6,0,1,0,0,1,163745,3348.0,49,44966,3.62,24.7,7.6,LIBERACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
514,SIQUIRRES,37,0,0,0,0,0,1,5.2,0,1,0,0,0,56786,860.2,66,16206,3.49,25.0,6.6,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
515,DOTA,55,1,1,0,1,0,1,8.1,0,0,0,0,0,6948,400.2,17,1952,3.54,23.6,6.2,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
516,SAN JOSE,58,1,1,0,1,0,1,9.2,0,1,0,1,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
517,SIQUIRRES,40,1,0,0,1,0,1,8.2,1,0,0,0,0,56786,860.2,66,16206,3.49,25.0,6.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
518,HEREDIA,64,1,0,0,1,0,1,10.4,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
519,PUNTARENAS,22,1,1,0,1,0,1,8.3,0,0,0,0,1,115019,1842.3,62,33228,3.44,29.9,4.8,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
520,SAN PABLO,59,1,0,0,0,0,1,10.7,0,1,0,0,0,27671,7.5,3675,8006,3.44,32.5,11.3,INTEGRACION NACIONAL,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
521,BAGACES,34,0,0,0,0,0,1,8.8,0,1,0,0,0,19536,1273.5,15,5615,3.48,26.8,5.5,ACCION CIUDADANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
522,EL GUARCO,52,1,1,0,1,0,1,6.5,0,1,0,0,0,41793,167.7,249,10831,3.83,23.7,7.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
523,SAN JOSE,36,1,0,0,1,0,1,10.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
